@relation train
@attribute answer {0,1}
@attribute Original.Edit NUMERIC
@attribute Original.JW NUMERIC
@attribute Original.Manhattan NUMERIC
@attribute Original.Euclidean NUMERIC
@attribute Original.Cosine NUMERIC
@attribute Original.NGram NUMERIC
@attribute Original.Matching NUMERIC
@attribute Original.Dice NUMERIC
@attribute Original.Jaccard NUMERIC
@attribute Stem.Edit NUMERIC
@attribute Stem.JW NUMERIC
@attribute Stem.Manhattan NUMERIC
@attribute Stem.Euclidean NUMERIC
@attribute Stem.Cosine NUMERIC
@attribute Stem.NGram NUMERIC
@attribute Stem.Matching NUMERIC
@attribute Stem.Dice NUMERIC
@attribute Stem.Jaccard NUMERIC
@attribute POS.Edit NUMERIC
@attribute POS.JW NUMERIC
@attribute POS.Manhattan NUMERIC
@attribute POS.Euclidean NUMERIC
@attribute POS.Cosine NUMERIC
@attribute POS.NGram NUMERIC
@attribute POS.Matching NUMERIC
@attribute POS.Dice NUMERIC
@attribute POS.Jaccard NUMERIC
@attribute Soundex.Edit NUMERIC
@attribute Soundex.JW NUMERIC
@attribute Soundex.Manhattan NUMERIC
@attribute Soundex.Euclidean NUMERIC
@attribute Soundex.Cosine NUMERIC
@attribute Soundex.NGram NUMERIC
@attribute Soundex.Matching NUMERIC
@attribute Soundex.Dice NUMERIC
@attribute Soundex.Jaccard NUMERIC
@attribute Nouns.Edit NUMERIC
@attribute Nouns.JW NUMERIC
@attribute Nouns.Manhattan NUMERIC
@attribute Nouns.Euclidean NUMERIC
@attribute Nouns.Cosine NUMERIC
@attribute Nouns.NGram NUMERIC
@attribute Nouns.Matching NUMERIC
@attribute Nouns.Dice NUMERIC
@attribute Nouns.Jaccard NUMERIC
@attribute NounStem.Edit NUMERIC
@attribute NounStem.JW NUMERIC
@attribute NounStem.Manhattan NUMERIC
@attribute NounStem.Euclidean NUMERIC
@attribute NounStem.Cosine NUMERIC
@attribute NounStem.NGram NUMERIC
@attribute NounStem.Matching NUMERIC
@attribute NounStem.Dice NUMERIC
@attribute NounStem.Jaccard NUMERIC
@attribute NounSoundex.Edit NUMERIC
@attribute NounSoundex.JW NUMERIC
@attribute NounSoundex.Manhattan NUMERIC
@attribute NounSoundex.Euclidean NUMERIC
@attribute NounSoundex.Cosine NUMERIC
@attribute NounSoundex.NGram NUMERIC
@attribute NounSoundex.Matching NUMERIC
@attribute NounSoundex.Dice NUMERIC
@attribute NounSoundex.Jaccard NUMERIC
@attribute Verbs.Edit NUMERIC
@attribute Verbs.JW NUMERIC
@attribute Verbs.Manhattan NUMERIC
@attribute Verbs.Euclidean NUMERIC
@attribute Verbs.Cosine NUMERIC
@attribute Verbs.NGram NUMERIC
@attribute Verbs.Matching NUMERIC
@attribute Verbs.Dice NUMERIC
@attribute Verbs.Jaccard NUMERIC
@attribute VerbStem.Edit NUMERIC
@attribute VerbStem.JW NUMERIC
@attribute VerbStem.Manhattan NUMERIC
@attribute VerbStem.Euclidean NUMERIC
@attribute VerbStem.Cosine NUMERIC
@attribute VerbStem.NGram NUMERIC
@attribute VerbStem.Matching NUMERIC
@attribute VerbStem.Dice NUMERIC
@attribute VerbStem.Jaccard NUMERIC
@attribute VerbSoundex.Edit NUMERIC
@attribute VerbSoundex.JW NUMERIC
@attribute VerbSoundex.Manhattan NUMERIC
@attribute VerbSoundex.Euclidean NUMERIC
@attribute VerbSoundex.Cosine NUMERIC
@attribute VerbSoundex.NGram NUMERIC
@attribute VerbSoundex.Matching NUMERIC
@attribute VerbSoundex.Dice NUMERIC
@attribute VerbSoundex.Jaccard NUMERIC
@data
1,12.0,0.6171328520401005,9.0,3.0,0.8164965809277261,17.0,13.0,0.7647058823529411,0.6190476190476191,12.0,0.6600732600732601,9.0,3.0,0.8164965809277261,17.0,13.0,0.7647058823529411,0.6190476190476191,13.0,0.5836981234517628,9.0,3.0,0.8657680793384716,21.0,12.0,0.8888888888888888,0.8,12.0,0.7272556390977443,9.0,3.0,0.884984650702101,17.0,11.0,0.7586206896551724,0.6111111111111112,2.0,0.761904761904762,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.7035087719298245,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.7583333333333333,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.5471943515421777,2.0,1.4142135623730951,0.6666666666666667,2.0,2.0,0.6666666666666666,0.5,2.0,0.8186274509803921,2.0,1.4142135623730951,0.6666666666666667,2.0,2.0,0.6666666666666666,0.5,2.0,0.6527777777777778,2.0,1.4142135623730951,0.6666666666666667,2.0,2.0,0.6666666666666666,0.5
0,15.0,0.8829075133645172,17.0,4.123105625617661,0.641688947919748,35.0,11.0,0.6111111111111112,0.44,15.0,0.8793896371799539,17.0,4.123105625617661,0.641688947919748,35.0,11.0,0.6111111111111112,0.44,12.0,1.122827903091061,11.0,4.123105625617661,0.9038741156756382,19.0,8.0,0.7619047619047619,0.6153846153846154,14.0,0.8211898395721926,15.0,4.58257569495584,0.8494333416446127,27.0,9.0,0.6666666666666666,0.5,1.0,1.0763187429854097,1.0,1.0,0.8660254037844387,3.0,3.0,0.8571428571428571,0.75,1.0,1.0763187429854097,1.0,1.0,0.8660254037844387,3.0,3.0,0.8571428571428571,0.75,1.0,0.9611111111111111,1.0,1.0,0.8660254037844387,3.0,3.0,0.8571428571428571,0.75,2.0,0.5166666666666666,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5761904761904761,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1,15.0,0.5938585512592495,11.0,3.3166247903554,0.8081376242652525,25.0,14.0,0.7567567567567568,0.6086956521739131,15.0,0.5854439395578637,11.0,3.3166247903554,0.8081376242652525,25.0,14.0,0.7567567567567568,0.6086956521739131,15.0,0.6141301201331597,7.0,3.3166247903554,0.8900247334690085,23.0,10.0,0.8695652173913043,0.7692307692307693,14.0,0.7266585383673991,7.0,2.6457513110645907,0.9157291161525717,21.0,12.0,0.7741935483870968,0.631578947368421,5.0,0.5793220514012056,4.0,2.0,0.6761234037828132,8.0,4.0,0.6666666666666666,0.5,5.0,0.58517536103743,4.0,2.0,0.6761234037828132,8.0,4.0,0.6666666666666666,0.5,5.0,0.5604010025062656,4.0,2.0,0.6761234037828132,8.0,4.0,0.6666666666666666,0.5,1.0,1.0666666666666664,1.0,1.0,0.8660254037844387,1.0,3.0,0.8571428571428571,0.75,1.0,1.0196078431372548,1.0,1.0,0.8660254037844387,1.0,3.0,0.8571428571428571,0.75,1.0,1.0166666666666666,1.0,1.0,0.8660254037844387,1.0,3.0,0.8571428571428571,0.75
0,16.0,0.528670239389703,19.0,4.58257569495584,0.7071067811865476,39.0,13.0,0.6190476190476191,0.4482758620689655,16.0,0.5003641456582634,19.0,4.58257569495584,0.7071067811865476,39.0,13.0,0.6190476190476191,0.4482758620689655,14.0,0.6140048396854204,15.0,4.58257569495584,0.8947970182602925,29.0,11.0,0.7857142857142857,0.6470588235294118,14.0,0.6561588045456106,15.0,5.196152422706632,0.9305415914315353,29.0,10.0,0.6666666666666666,0.5,2.0,0.9166666666666665,2.0,1.4142135623730951,0.8451542547285166,2.0,5.0,0.8333333333333334,0.7142857142857143,2.0,0.9102564102564101,2.0,1.4142135623730951,0.8451542547285166,2.0,5.0,0.8333333333333334,0.7142857142857143,2.0,0.6214285714285716,2.0,1.4142135623730951,0.8451542547285166,2.0,5.0,0.8333333333333334,0.7142857142857143,3.0,0.37293956043956045,4.0,2.0,0.33333333333333337,2.0,1.0,0.3333333333333333,0.2,3.0,0.31565656565656564,4.0,2.0,0.33333333333333337,2.0,1.0,0.3333333333333333,0.2,3.0,0.3888888888888889,4.0,2.0,0.33333333333333337,2.0,1.0,0.3333333333333333,0.2
1,15.0,0.5058682509902022,19.0,4.58257569495584,0.6047431568147635,33.0,12.0,0.5853658536585366,0.41379310344827586,15.0,0.5030205644240732,19.0,4.58257569495584,0.6047431568147635,33.0,12.0,0.5853658536585366,0.41379310344827586,11.0,0.6726190476190476,9.0,3.605551275463989,0.907068890770012,27.0,10.0,0.8695652173913043,0.7692307692307693,11.0,0.675125313283208,13.0,3.872983346207417,0.9199353193217102,27.0,10.0,0.7142857142857143,0.5555555555555556,5.0,0.5087129786832674,4.0,2.0,0.7559289460184545,8.0,6.0,0.75,0.6,5.0,0.6432171301736519,4.0,2.0,0.7559289460184545,8.0,6.0,0.75,0.6,5.0,0.6528286528286528,4.0,2.0,0.7777777777777778,8.0,6.0,0.8,0.6666666666666666,2.0,0.42592592592592593,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0
1,10.0,0.5817893531966503,12.0,3.4641016151377544,0.8415583256896035,12.0,14.0,0.717948717948718,0.56,10.0,0.5806585156585157,12.0,3.4641016151377544,0.8415583256896035,12.0,14.0,0.717948717948718,0.56,8.0,0.6383265856950067,8.0,3.1622776601683795,0.9794114928314607,12.0,8.0,0.8,0.6666666666666666,10.0,0.6270955165692008,10.0,3.1622776601683795,0.8938528145050129,12.0,14.0,0.7777777777777778,0.6363636363636364,4.0,0.5457983193277312,5.0,2.23606797749979,0.7462025072446365,5.0,4.0,0.6153846153846154,0.4444444444444444,4.0,0.5740344622697564,5.0,2.23606797749979,0.7462025072446365,5.0,4.0,0.6153846153846154,0.4444444444444444,3.0,0.5972222222222222,3.0,1.7320508075688772,0.8528028654224417,3.0,5.0,0.7692307692307693,0.625,1.0,0.40476190476190477,1.0,1.0,0.7071067811865475,0.0,1.0,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,0.7071067811865475,0.0,1.0,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,0.7071067811865475,0.0,1.0,0.6666666666666666,0.5
0,12.0,0.6533449883449883,19.0,4.358898943540674,0.5143444998736398,31.0,7.0,0.42424242424242425,0.2692307692307692,12.0,0.6404798660866986,19.0,4.358898943540674,0.5143444998736398,31.0,7.0,0.42424242424242425,0.2692307692307692,11.0,0.6901093947747092,9.0,3.872983346207417,0.7893522173763262,25.0,9.0,0.8181818181818182,0.6923076923076923,11.0,0.7960404483430799,15.0,3.872983346207417,0.8454057513133806,25.0,5.0,0.4166666666666667,0.2631578947368421,4.0,0.8043917435221783,5.0,2.23606797749979,0.4472135954999579,5.0,2.0,0.4444444444444444,0.2857142857142857,4.0,0.7928147588736649,5.0,2.23606797749979,0.4472135954999579,5.0,2.0,0.4444444444444444,0.2857142857142857,4.0,0.7384090909090909,5.0,2.23606797749979,0.4472135954999579,5.0,2.0,0.4444444444444444,0.2857142857142857,2.0,0.5761904761904761,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,2.0,0.55,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,2.0,0.5833333333333333,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0
1,5.0,0.8945658263305323,8.0,2.8284271247461903,0.6390096504226939,16.0,7.0,0.6363636363636364,0.4666666666666667,5.0,0.8858590921748817,8.0,2.8284271247461903,0.6390096504226939,16.0,7.0,0.6363636363636364,0.4666666666666667,4.0,0.8681016634539873,4.0,2.449489742783178,0.9558988911273408,16.0,6.0,0.9230769230769231,0.8571428571428571,5.0,0.9083771929824561,8.0,2.8284271247461903,0.7660323462854266,16.0,5.0,0.5555555555555556,0.38461538461538464,4.0,0.755,6.0,2.449489742783178,0.4082482904638631,6.0,2.0,0.4,0.25,4.0,0.8720383735257877,6.0,2.449489742783178,0.4082482904638631,6.0,2.0,0.4,0.25,4.0,0.687767094017094,6.0,2.449489742783178,0.4082482904638631,6.0,2.0,0.4,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0,13.0,0.5224183006535947,20.0,4.69041575982343,0.3913118960624632,24.0,7.0,0.42424242424242425,0.2692307692307692,13.0,0.5478632478632479,20.0,4.69041575982343,0.3913118960624632,24.0,7.0,0.42424242424242425,0.2692307692307692,10.0,0.6457333516157044,10.0,3.7416573867739413,0.8082903768654761,22.0,9.0,0.8571428571428571,0.75,11.0,0.620548433048433,18.0,4.898979485566356,0.7077760731311632,22.0,6.0,0.4444444444444444,0.2857142857142857,3.0,0.49999999999999994,5.0,2.23606797749979,0.2886751345948129,3.0,1.0,0.2857142857142857,0.16666666666666666,3.0,0.55,5.0,2.23606797749979,0.2886751345948129,3.0,1.0,0.2857142857142857,0.16666666666666666,3.0,0.5486111111111112,5.0,2.23606797749979,0.2886751345948129,3.0,1.0,0.2857142857142857,0.16666666666666666,2.0,0.4444444444444444,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,2.0,0.17777777777777776,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,2.0,0.4583333333333333,3.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0
1,7.0,0.6096846958915925,11.0,3.605551275463989,0.5883484054145522,17.0,9.0,0.6428571428571429,0.47368421052631576,7.0,0.5738660482915486,11.0,3.605551275463989,0.5883484054145522,17.0,9.0,0.6428571428571429,0.47368421052631576,5.0,0.6023809523809524,7.0,2.6457513110645907,0.9296599791147713,11.0,7.0,0.7368421052631579,0.5833333333333334,5.0,0.6542628205128206,7.0,2.6457513110645907,0.7911548052852401,11.0,11.0,0.8148148148148148,0.6875,1.0,1.220671834625323,1.0,1.0,0.9128709291752769,5.0,5.0,0.9090909090909091,0.8333333333333334,1.0,1.1483588002263723,1.0,1.0,0.9128709291752769,5.0,5.0,0.9090909090909091,0.8333333333333334,1.0,1.011111111111111,1.0,1.0,0.9128709291752769,5.0,5.0,0.9090909090909091,0.8333333333333334,1.0,0.5930735930735931,1.0,1.0,0.816496580927726,0.0,2.0,0.8,0.6666666666666666,1.0,0.5888888888888889,1.0,1.0,0.816496580927726,0.0,2.0,0.8,0.6666666666666666,1.0,0.638888888888889,1.0,1.0,0.816496580927726,0.0,2.0,0.8,0.6666666666666666
